t,T,s,i,o,c,h,l,v,n
1753520400000,1753523999999,HYPE,1h,44.606,44.698,44.853,44.505,296792.44,12376
1753524000000,1753527599999,HYPE,1h,44.705,44.662,45.0,44.629,296511.93,13925
1753527600000,1753531199999,HYPE,1h,44.662,44.389,44.727,44.328,343320.46,14306
1753531200000,1753534799999,HYPE,1h,44.388,44.401,44.606,44.336,214471.3,9116
1753534800000,1753538399999,HYPE,1h,44.413,44.405,44.639,44.362,182067.03,10496
1753538400000,1753541999999,HYPE,1h,44.406,44.293,44.538,44.198,562830.79,20094
1753542000000,1753545599999,HYPE,1h,44.293,44.24,44.419,43.966,392562.22,17374
1753545600000,1753549199999,HYPE,1h,44.241,43.805,44.28,43.7,278817.11,16400
1753549200000,1753552799999,HYPE,1h,43.805,43.857,43.912,43.612,187265.06,10935
1753552800000,1753556399999,HYPE,1h,43.858,44.0,44.111,43.715,311264.76,14246
1753556400000,1753559999999,HYPE,1h,44.001,43.984,44.227,43.843,233122.68,10473
1753560000000,1753563599999,HYPE,1h,43.984,43.911,43.984,43.76,133735.9,8114
1753563600000,1753567199999,HYPE,1h,43.91,44.131,44.16,43.852,79413.42,7186
1753567200000,1753570799999,HYPE,1h,44.133,43.855,44.324,43.764,474683.6,19728
1753570800000,1753574399999,HYPE,1h,43.854,43.4,43.916,43.379,247320.73,16652
1753574400000,1753577999999,HYPE,1h,43.399,43.235,43.546,43.036,834542.82,23015
1753578000000,1753581599999,HYPE,1h,43.235,43.388,43.457,43.053,231725.27,11544
1753581600000,1753585199999,HYPE,1h,43.403,43.585,43.588,43.256,121116.74,8388
1753585200000,1753588799999,HYPE,1h,43.585,43.512,43.602,43.44,155089.71,6257
1753588800000,1753592399999,HYPE,1h,43.511,43.657,43.691,43.462,109393.31,7182
1753592400000,1753595999999,HYPE,1h,43.654,43.613,43.843,43.56,224520.54,9650
1753596000000,1753599599999,HYPE,1h,43.608,43.498,43.66,43.44,261734.45,9170
1753599600000,1753603199999,HYPE,1h,43.504,43.189,43.558,43.13,281191.21,10318
1753603200000,1753606799999,HYPE,1h,43.189,43.12,43.268,43.026,81042.39,6039
1753606800000,1753610399999,HYPE,1h,43.123,42.866,43.243,42.829,395197.49,14647
1753610400000,1753613999999,HYPE,1h,42.866,43.11,43.231,42.828,175029.06,9147
1753614000000,1753617599999,HYPE,1h,43.111,42.958,43.196,42.847,173453.65,6919
1753617600000,1753621199999,HYPE,1h,42.96,42.877,43.256,42.716,546207.62,17336
1753621200000,1753624799999,HYPE,1h,42.878,42.853,42.979,42.435,668540.52,18996
1753624800000,1753628399999,HYPE,1h,42.842,42.814,43.037,42.641,443942.38,16343
1753628400000,1753631999999,HYPE,1h,42.814,43.142,43.214,42.616,369077.74,15041
1753632000000,1753635599999,HYPE,1h,43.137,43.345,44.032,43.125,975008.9,37789
1753635600000,1753639199999,HYPE,1h,43.341,43.713,43.729,43.0,583999.45,24366
1753639200000,1753642799999,HYPE,1h,43.723,44.36,44.386,43.698,716716.41,26631
1753642800000,1753646399999,HYPE,1h,44.359,43.771,44.4,43.75,353413.94,15685
1753646400000,1753649999999,HYPE,1h,43.766,43.62,44.091,43.583,218695.25,13141
1753650000000,1753653599999,HYPE,1h,43.62,43.858,43.931,43.536,161517.81,11065
1753653600000,1753657199999,HYPE,1h,43.867,43.769,44.12,43.741,368273.92,15312
1753657200000,1753660799999,HYPE,1h,43.769,43.736,43.868,43.704,283742.79,8076
1753660800000,1753664399999,HYPE,1h,43.731,43.851,44.093,43.704,385026.16,14045
1753664400000,1753667999999,HYPE,1h,43.851,43.635,43.98,43.461,261860.92,10891
1753668000000,1753671599999,HYPE,1h,43.635,44.327,44.387,43.62,320833.38,14732
1753671600000,1753675199999,HYPE,1h,44.327,44.416,44.432,43.922,318088.26,13665
1753675200000,1753678799999,HYPE,1h,44.414,44.261,44.487,44.086,217054.25,10947
1753678800000,1753682399999,HYPE,1h,44.269,44.74,44.783,44.106,567475.0,19597
1753682400000,1753685999999,HYPE,1h,44.744,44.802,45.0,44.661,436131.54,19350
1753686000000,1753689599999,HYPE,1h,44.82,44.28,44.834,44.088,452844.32,23239
1753689600000,1753693199999,HYPE,1h,44.267,44.564,44.571,44.2,203128.53,12354
1753693200000,1753696799999,HYPE,1h,44.568,44.392,44.621,44.207,238000.96,12180
1753696800000,1753700399999,HYPE,1h,44.392,44.711,44.739,44.346,214107.87,13041
1753700400000,1753703999999,HYPE,1h,44.711,44.353,44.771,43.969,433693.62,19411
1753704000000,1753707599999,HYPE,1h,44.353,44.463,44.538,44.081,286849.1,13582
1753707600000,1753711199999,HYPE,1h,44.463,45.312,45.9,44.398,2177403.94,62150
1753711200000,1753714799999,HYPE,1h,45.312,44.913,45.345,43.98,1889019.63,62418
1753714800000,1753718399999,HYPE,1h,44.913,45.229,45.478,44.846,854172.27,37733
1753718400000,1753721999999,HYPE,1h,45.23,45.953,46.126,45.142,1183637.28,45886
1753722000000,1753725599999,HYPE,1h,45.954,44.789,46.155,44.76,1810570.96,54567
1753725600000,1753729199999,HYPE,1h,44.79,45.209,45.251,44.75,991016.84,35937
1753729200000,1753732799999,HYPE,1h,45.209,45.014,45.586,44.3,1175645.62,43044
1753732800000,1753736399999,HYPE,1h,45.015,44.15,45.06,43.0,2717592.94,91484
1753736400000,1753739999999,HYPE,1h,44.133,43.827,44.255,43.539,458675.57,25930
1753740000000,1753743599999,HYPE,1h,43.827,43.024,44.109,42.667,1471959.99,61655
1753743600000,1753747199999,HYPE,1h,43.025,43.781,43.793,43.018,498259.21,22151
1753747200000,1753750799999,HYPE,1h,43.783,43.91,44.248,43.535,533491.63,28468
1753750800000,1753754399999,HYPE,1h,43.916,43.553,44.161,43.546,322238.51,18743
1753754400000,1753757999999,HYPE,1h,43.55,43.19,43.71,43.111,444891.28,26659
1753758000000,1753761599999,HYPE,1h,43.19,44.205,44.205,43.188,310431.39,22320
1753761600000,1753765199999,HYPE,1h,44.205,43.87,44.327,43.826,407803.08,18641
1753765200000,1753768799999,HYPE,1h,43.877,44.138,44.157,43.676,170175.5,13305
1753768800000,1753772399999,HYPE,1h,44.14,43.809,44.234,43.805,204483.71,13061
1753772400000,1753775999999,HYPE,1h,43.815,44.619,44.62,43.815,477080.1,18573
1753776000000,1753779599999,HYPE,1h,44.62,44.814,45.105,44.515,584824.45,26105
1753779600000,1753783199999,HYPE,1h,44.814,45.015,45.202,44.681,317292.77,18213
1753783200000,1753786799999,HYPE,1h,45.015,44.083,45.035,44.063,524501.39,28743
1753786800000,1753790399999,HYPE,1h,44.077,44.804,45.077,44.059,628362.1,28075
1753790400000,1753793999999,HYPE,1h,44.805,44.931,45.21,44.752,448913.09,22229
1753794000000,1753797599999,HYPE,1h,44.932,44.662,45.333,44.491,592503.68,30385
1753797600000,1753801199999,HYPE,1h,44.663,43.453,44.69,42.409,3087365.69,68616
1753801200000,1753804799999,HYPE,1h,43.454,43.274,43.898,42.768,1891130.73,63504
1753804800000,1753808399999,HYPE,1h,43.278,43.62,43.857,42.94,996794.13,37964
1753808400000,1753811999999,HYPE,1h,43.62,43.754,44.139,43.473,703955.05,24578
1753812000000,1753815599999,HYPE,1h,43.754,44.15,44.233,43.597,507564.35,18379
1753815600000,1753819199999,HYPE,1h,44.156,43.955,44.34,43.791,503664.22,19866
1753819200000,1753822799999,HYPE,1h,43.956,43.385,44.305,43.071,1534270.46,37443
1753822800000,1753826399999,HYPE,1h,43.386,43.271,43.405,42.697,862629.65,23862
1753826400000,1753829999999,HYPE,1h,43.271,43.588,43.601,42.879,458333.17,18229
1753830000000,1753833599999,HYPE,1h,43.59,43.534,43.694,43.202,217377.51,10434
1753833600000,1753837199999,HYPE,1h,43.534,43.095,43.537,42.859,253944.51,14339
1753837200000,1753840799999,HYPE,1h,43.085,43.159,43.264,42.39,677799.63,20320
1753840800000,1753844399999,HYPE,1h,43.158,43.42,43.592,43.068,230480.67,12673
1753844400000,1753847999999,HYPE,1h,43.42,43.346,43.614,43.287,137242.69,9499
1753848000000,1753851599999,HYPE,1h,43.345,42.982,43.638,42.93,273281.38,15413
1753851600000,1753855199999,HYPE,1h,42.982,43.236,43.362,42.918,305775.58,15635
1753855200000,1753858799999,HYPE,1h,43.232,43.52,43.6,43.114,232848.43,14149
1753858800000,1753862399999,HYPE,1h,43.531,43.003,43.752,42.92,485279.22,21486
1753862400000,1753865999999,HYPE,1h,43.004,43.16,43.353,42.85,314258.66,15813
1753866000000,1753869599999,HYPE,1h,43.159,43.012,43.22,42.77,320935.65,14726
1753869600000,1753873199999,HYPE,1h,43.012,42.818,43.22,42.759,410172.86,15745
1753873200000,1753876799999,HYPE,1h,42.817,42.698,42.976,42.393,897239.5,24280
1753876800000,1753880399999,HYPE,1h,42.702,42.618,42.801,42.3,894729.88,25110
1753880400000,1753883999999,HYPE,1h,42.618,42.755,42.829,42.326,511425.3,20682
1753884000000,1753887599999,HYPE,1h,42.755,43.34,43.399,42.7,618491.92,19916
1753887600000,1753891199999,HYPE,1h,43.34,43.037,43.399,42.945,531234.65,21904
1753891200000,1753894799999,HYPE,1h,43.04,43.095,43.395,42.879,293639.11,15828
1753894800000,1753898399999,HYPE,1h,43.095,42.858,43.263,42.747,311564.74,14311
1753898400000,1753901999999,HYPE,1h,42.864,41.839,43.097,41.828,1122953.12,36823
1753902000000,1753905599999,HYPE,1h,41.839,42.344,42.404,41.3,2592233.55,67532
1753905600000,1753909199999,HYPE,1h,42.345,42.441,42.596,42.241,457119.94,16082
1753909200000,1753912799999,HYPE,1h,42.452,42.29,42.506,41.84,561303.96,21207
1753912800000,1753916399999,HYPE,1h,42.29,41.852,42.299,41.744,414211.46,16071
1753916400000,1753919999999,HYPE,1h,41.851,42.28,42.31,41.837,214945.68,12194
1753920000000,1753923599999,HYPE,1h,42.275,42.69,42.718,42.112,350598.54,15698
1753923600000,1753927199999,HYPE,1h,42.69,42.6,42.744,42.265,447320.26,15282
1753927200000,1753930799999,HYPE,1h,42.6,42.689,42.691,42.345,192859.76,9465
1753930800000,1753934399999,HYPE,1h,42.689,43.09,43.09,42.648,326451.44,13522
1753934400000,1753937999999,HYPE,1h,43.09,43.174,43.2,42.849,304047.78,12145
1753938000000,1753941599999,HYPE,1h,43.169,43.317,43.39,43.026,286645.75,11104
1753941600000,1753945199999,HYPE,1h,43.316,43.389,43.391,43.044,337436.28,14363
1753945200000,1753948799999,HYPE,1h,43.389,43.43,43.573,43.313,324170.92,15990
1753948800000,1753952399999,HYPE,1h,43.429,43.846,43.847,43.429,255728.53,13493
1753952400000,1753955999999,HYPE,1h,43.846,44.035,44.044,43.715,358669.46,15728
1753956000000,1753959599999,HYPE,1h,44.034,43.925,44.1,43.861,271107.71,14223
1753959600000,1753963199999,HYPE,1h,43.924,43.559,44.039,43.451,423755.73,19099
1753963200000,1753966799999,HYPE,1h,43.557,44.218,44.469,43.543,1053315.62,40349
1753966800000,1753970399999,HYPE,1h,44.218,44.076,44.218,43.717,746576.52,34245
1753970400000,1753973999999,HYPE,1h,44.072,43.756,44.207,43.3,827574.68,35175
1753974000000,1753977599999,HYPE,1h,43.757,43.739,44.116,43.699,384954.44,23107
1753977600000,1753981199999,HYPE,1h,43.731,44.52,44.729,43.681,741126.77,29748
1753981200000,1753984799999,HYPE,1h,44.519,43.081,44.528,43.06,1024106.01,42003
1753984800000,1753988399999,HYPE,1h,43.077,42.795,43.11,42.565,1422578.32,38127
1753988400000,1753991999999,HYPE,1h,42.805,41.625,42.837,41.622,1698275.0,32011
1753992000000,1753995599999,HYPE,1h,41.63,41.299,41.917,41.13,1751627.99,47524
1753995600000,1753999199999,HYPE,1h,41.299,41.259,41.659,41.0,1009381.22,35795
1753999200000,1754002799999,HYPE,1h,41.261,41.1,41.656,41.005,800635.83,31063
1754002800000,1754006399999,HYPE,1h,41.101,40.826,41.516,40.636,985370.54,32882
1754006400000,1754009999999,HYPE,1h,40.826,41.202,41.319,40.327,1349448.69,47970
1754010000000,1754013599999,HYPE,1h,41.202,41.203,41.464,40.733,675684.17,33082
1754013600000,1754017199999,HYPE,1h,41.204,41.4,41.642,41.03,470931.59,17586
1754017200000,1754020799999,HYPE,1h,41.399,41.193,41.578,41.147,197437.43,11332
1754020800000,1754024399999,HYPE,1h,41.193,40.437,41.193,40.421,541857.38,22120
1754024400000,1754027999999,HYPE,1h,40.432,40.468,40.812,40.091,675855.5,25380
1754028000000,1754031599999,HYPE,1h,40.464,39.927,40.517,39.616,1133464.85,29908
1754031600000,1754035199999,HYPE,1h,39.93,40.031,40.3,39.538,1196669.09,41750
1754035200000,1754038799999,HYPE,1h,40.03,39.535,40.053,39.238,1086319.46,34213
1754038800000,1754042399999,HYPE,1h,39.533,39.493,39.98,39.439,853905.69,28319
1754042400000,1754045999999,HYPE,1h,39.494,39.689,39.811,39.439,625408.83,20380
1754046000000,1754049599999,HYPE,1h,39.688,40.09,40.162,39.376,893918.52,28281
1754049600000,1754053199999,HYPE,1h,40.089,39.896,40.504,39.816,1209453.14,41694
1754053200000,1754056799999,HYPE,1h,39.896,38.426,40.152,38.0,2660639.92,60913
1754056800000,1754060399999,HYPE,1h,38.426,39.567,39.745,38.196,2153496.78,61290
1754060400000,1754063999999,HYPE,1h,39.575,39.177,39.604,38.737,931247.31,36945
1754064000000,1754067599999,HYPE,1h,39.177,38.521,39.578,38.431,797196.14,32322
1754067600000,1754071199999,HYPE,1h,38.52,38.331,38.65,38.217,1013305.32,31351
1754071200000,1754074799999,HYPE,1h,38.331,37.666,38.365,37.242,3250874.88,78139
1754074800000,1754078399999,HYPE,1h,37.644,37.369,37.74,37.044,2023163.99,55825
1754078400000,1754081999999,HYPE,1h,37.37,37.619,37.863,37.06,1403812.55,47996
1754082000000,1754085599999,HYPE,1h,37.618,37.544,37.954,37.458,1004272.12,29502
1754085600000,1754089199999,HYPE,1h,37.543,37.054,37.588,36.274,2092405.45,56853
1754089200000,1754092799999,HYPE,1h,37.054,37.598,37.632,36.889,1225888.99,36818
1754092800000,1754096399999,HYPE,1h,37.599,37.88,37.981,37.564,525955.06,18727
1754096400000,1754099999999,HYPE,1h,37.88,37.818,38.022,37.6,301844.51,13861
1754100000000,1754103599999,HYPE,1h,37.818,38.098,38.101,37.721,261392.62,11353
1754103600000,1754107199999,HYPE,1h,38.097,38.064,38.161,37.892,339091.64,9879
1754107200000,1754110799999,HYPE,1h,38.065,38.115,38.221,37.961,345533.59,10149
1754110800000,1754114399999,HYPE,1h,38.115,38.291,38.299,37.955,188170.41,8535
1754114400000,1754117999999,HYPE,1h,38.291,37.747,38.298,37.52,395565.88,18028
1754118000000,1754121599999,HYPE,1h,37.748,38.468,38.49,37.646,490215.01,19094
1754121600000,1754125199999,HYPE,1h,38.474,38.486,38.705,38.263,401012.4,19604
1754125200000,1754128799999,HYPE,1h,38.483,38.573,38.573,38.148,352088.78,17906
1754128800000,1754132399999,HYPE,1h,38.573,38.159,38.573,38.047,309473.17,13261
1754132400000,1754135999999,HYPE,1h,38.158,38.381,38.395,37.95,440420.46,17065
1754136000000,1754139599999,HYPE,1h,38.381,38.155,38.405,37.99,315632.42,11263
1754139600000,1754143199999,HYPE,1h,38.156,37.982,38.181,37.589,384631.71,18966
1754143200000,1754146799999,HYPE,1h,37.981,37.581,38.07,37.301,394829.94,17270
1754146800000,1754150399999,HYPE,1h,37.581,37.182,38.031,37.135,504571.65,22403
1754150400000,1754153999999,HYPE,1h,37.182,37.181,37.635,36.892,731679.1,28493
1754154000000,1754157599999,HYPE,1h,37.181,36.553,37.6,36.5,538275.21,24361
1754157600000,1754161199999,HYPE,1h,36.553,35.677,36.7,35.478,2665011.01,55245
1754161200000,1754164799999,HYPE,1h,35.677,36.066,36.74,35.657,1399491.01,43414
1754164800000,1754168399999,HYPE,1h,36.066,36.947,36.948,36.046,773798.6,26953
1754168400000,1754171999999,HYPE,1h,36.947,37.147,37.398,36.837,636636.52,25527
1754172000000,1754175599999,HYPE,1h,37.147,37.344,37.474,36.904,335142.17,18793
1754175600000,1754179199999,HYPE,1h,37.34,36.878,37.361,36.762,406560.84,20829
1754179200000,1754182799999,HYPE,1h,36.879,36.886,37.027,36.401,584080.25,26154
1754182800000,1754186399999,HYPE,1h,36.879,36.654,37.018,36.46,691392.12,24292
1754186400000,1754189999999,HYPE,1h,36.655,37.597,37.663,36.654,794327.95,26796
1754190000000,1754193599999,HYPE,1h,37.616,37.714,37.833,37.333,289596.58,13494
1754193600000,1754197199999,HYPE,1h,37.714,37.831,37.84,37.455,131062.27,9867
1754197200000,1754200799999,HYPE,1h,37.835,37.824,37.9,37.653,100113.52,5886
1754200800000,1754204399999,HYPE,1h,37.821,38.13,38.131,37.643,183208.02,9507
1754204400000,1754207999999,HYPE,1h,38.13,38.346,38.431,37.995,573527.67,18031
1754208000000,1754211599999,HYPE,1h,38.352,38.469,38.469,38.19,216460.9,8884
1754211600000,1754215199999,HYPE,1h,38.469,38.59,38.592,38.345,222559.39,8609
1754215200000,1754218799999,HYPE,1h,38.59,38.942,39.28,38.581,1208203.35,26937
1754218800000,1754222399999,HYPE,1h,38.942,38.51,39.232,38.455,799495.59,26113
1754222400000,1754225999999,HYPE,1h,38.515,38.038,38.525,37.762,1455377.43,36896
1754226000000,1754229599999,HYPE,1h,38.071,38.048,38.351,37.75,934420.6,31052
1754229600000,1754233199999,HYPE,1h,38.051,37.784,38.141,37.545,489719.96,17950
1754233200000,1754236799999,HYPE,1h,37.784,37.947,38.024,37.51,329586.24,14111
1754236800000,1754240399999,HYPE,1h,37.947,38.309,38.318,37.747,222145.4,12591
1754240400000,1754243999999,HYPE,1h,38.308,38.419,38.449,38.129,362563.6,15367
1754244000000,1754247599999,HYPE,1h,38.419,38.389,38.479,38.308,178744.88,7694
1754247600000,1754251199999,HYPE,1h,38.389,38.401,38.668,38.242,221127.34,12418
1754251200000,1754254799999,HYPE,1h,38.403,38.408,38.455,38.116,264087.82,11645
1754254800000,1754258399999,HYPE,1h,38.397,38.337,38.663,38.183,318724.07,13636
1754258400000,1754261999999,HYPE,1h,38.337,38.217,38.477,38.014,273587.82,14037
1754262000000,1754265599999,HYPE,1h,38.217,38.168,38.451,38.142,178079.84,10870
1754265600000,1754269199999,HYPE,1h,38.168,38.984,39.022,38.012,391185.17,19524
